Zipcode,Current Population,EVs on the Road,BEVs per 1k People,PHEVs per 1k People,DCFC Ports,Level 2 Ports,DCFC per 1k People,Level 2 per 1k People,Sum of Travel Time to Work (Less than 10 minutes),Sum of Travel Time to Work (10 to 14 minutes),Sum of Travel Time to Work (15 to 19 minutes),Sum of Travel Time to Work (20 to 24 minutes),Sum of Travel Time to Work (25 to 29 minutes),Sum of Travel Time to Work (30 to 34 minutes),Sum of Travel Time to Work (35 to 44 minutes),Sum of Travel Time to Work (45 to 59 minutes),Sum of Travel Time to Work (60 or more minutes),Sum of Median Household Income in Past 12 Months,ChargePoint Network (hours),EV Connect (hours),GE WattStation(hours),ChargePoint Network (kWh),EV Connect (kWh),GE WattStation (kWh),ChargePoint Network (count),EV Connect (count),GE WattStation (count),Total Sum of Charging Time (hours),Total Sum of Energy (kWh),Total Sum of Active Station Count
10941,"12,869",60,2.33,2.33,,2,361.72,"2,757.63",6968,6289,5528,4172,2780,5614,2492,3866,7585,"$478,036.00 ",,,,,,,,,,,,
10949,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10950,"50,397",194,1.92,1.92,,,3.04,96.63,16310,17198,9721,9546,5008,11880,8719,11554,28241,"$512,551.00 ",,,,,,,,,,,,
10953,125,10,40,40,,,"1,224.00","38,960.00",51,0,13,50,12,0,216,0,79,"($666,111,887.00)",,,,,,,,,,,,
10958,"3,286",14,2.13,2.13,,2,96.47,"2,554.47",1064,1902,1755,1087,352,639,451,792,1798,"$686,670.00 ",,,,,,,,,,,,
10963,"4,178",8,0.96,0.96,,,36.62,"1,165.63",362,830,1123,1238,411,802,535,370,1524,"$504,714.00 ",,,,,,,,,,,,
10969,"1,341",10,3.73,3.73,,,114.09,"3,631.62",1850,368,546,290,495,299,215,1093,1258,"$561,619.00 ",,,,,,,,,,,,
10973,"2,377",20,4.21,4.21,,,64.37,"2,048.80",1417,1563,1660,967,417,478,244,602,1235,"$584,361.00 ",,,,,,,,,,,,
10975,313,2,3.19,3.19,,,488.82,"15,559.11",54,0,0,374,132,98,122,63,356,"($1,333,061,871.00)",,,,,,,,,,,,
10979,262,,,,,,583.97,"18,587.79",0,0,0,0,106,0,31,30,429,"$473,849.00 ",,,,,,,,,,,,
10981,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10985,176,2,5.68,5.68,,,869.32,"27,670.45",0,68,0,0,39,0,0,0,196,"($3,332,939,043.00)",,,,,,,,,,,,
10987,"3,279",24,3.66,3.66,,,46.66,"1,485.21",748,687,1052,1212,662,1123,1102,882,2670,"$685,024.00 ",,,,,,,,,,,,
10988,696,2,1.44,1.44,,,219.83,"6,997.13",61,166,182,225,244,396,200,213,667,"$531,547.00 ",,,,,,,,,,,,
10990,"19,781",186,4.7,4.7,,4,468.78,"2,885.09",9862,7037,5064,4861,1949,4724,4118,7193,16416,"$623,485.00 ",,,,,,,,,,,,
10992,"9,224",42,2.28,2.28,,,16.59,527.97,2493,2584,2866,4446,1348,3212,2484,3865,8601,"$622,258.00 ",,,,,,,,,,,,
10996,"6,541",8,0.61,0.61,,,23.39,744.53,11637,4015,599,380,212,61,129,22,259,"$700,024.00 ",,,,,,,,,,,,
10998,"3,063",18,2.94,2.94,,,49.95,"1,589.94",601,830,884,1513,812,1200,605,623,2453,"$664,518.00 ",,,,,,,,,,,,
12518,"6,338",44,3.47,3.47,,2,803.57,"6,259.39",2339,2549,3086,1750,368,1475,2234,2004,2413,"$551,175.00 ",,,,,,,,,,,,
12520,"2,957",32,5.41,5.41,,,51.74,"1,646.94",1659,1043,1634,1026,297,892,622,1464,1899,"$633,779.00 ",,,,,,,,,,,,
12543,"3,322",18,2.71,2.71,,,46.06,"1,465.98",1211,1035,1573,1900,797,1285,448,598,2275,"$407,736.00 ",,,,,,,,,,,,
12549,"11,658",58,2.49,2.49,,1,376.74,"2,852.03",3581,3704,4200,5739,2455,4350,1932,2363,6388,"$573,746.00 ",,,,,,,,,,,,
12550,"54,938",140,1.27,1.27,10,3,210.44,"1,156.65",24499,25775,29122,19156,7407,17689,7132,11787,22015,"$394,173.00 ",,,,,,,,,,,,
12552,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12553,"26,114",108,2.07,2.07,,,5.86,186.49,10413,13033,9844,9102,4769,7455,5761,7799,18322,"$501,035.00 ",,,,,,,,,,,,
12575,"2,034",14,3.44,3.44,,,75.22,"2,394.30",573,572,621,384,511,413,708,1120,2078,"$737,366.00 ",,,,,,,,,,,,
12577,"1,791",14,3.91,3.91,,,85.43,"2,719.15",533,671,334,189,120,238,315,908,1007,"$678,649.00 ",,,,,,,,,,,,
12584,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12586,"12,434",32,1.29,1.29,,,12.3,391.67,4543,6266,5079,7304,2855,4624,2007,3028,7234,"$479,506.00 ",,,,,,,,,,,,
12729,"2,348",18,3.83,3.83,,,65.16,"2,074.11",233,525,600,1551,632,1100,423,584,464,"$359,054.00 ",,,,,,,,,,,,
12746,"1,216",,,,,,125.82,"4,004.93",523,289,180,49,76,351,592,465,429,"$506,616.00 ",,,,,,,,,,,,
12771,"14,201",26,0.92,0.92,,2,536.79,"3,685.16",8395,5817,4103,4636,2655,4252,3309,1929,6122,"$325,704.00 ",,,,,,,,,,,,
12780,"2,036",6,1.47,1.47,,,75.15,"2,391.94",385,816,979,650,262,478,406,918,676,"$286,823.00 ",,,,,,,,,,,,
Orleans County,"40,664",116,1.43,1.43,,,3.76,119.76,24731,16226,15232,12514,5421,12068,8960,11856,8763,"$2,815,821.00 ",,,,,,,,,,,,
14098,"2,988",12,2.01,2.01,,,51.2,"1,629.85",1894,1261,1468,1320,322,725,407,824,1113,"$375,849.00 ",,,,,,,,,,,,
14103,"10,531",36,1.71,1.71,,,14.53,462.44,9207,4755,4827,2628,1162,2340,1083,1738,2263,"$310,147.00 ",,,,,,,,,,,,
14411,"14,237",28,0.98,0.98,,,10.75,342.07,9323,5557,3379,3720,1503,3014,1286,3722,2277,"$307,140.00 ",,,,,,,,,,,,
14470,"7,815",18,1.15,1.15,,,19.58,623.16,2632,2816,2927,2638,1603,4219,3640,3733,1349,"$351,090.00 ",,,,,,,,,,,,
14476,"2,285",4,0.88,0.88,,,66.96,"2,131.29",638,465,628,1036,270,776,1649,848,558,"$394,338.00 ",,,,,,,,,,,,
14477,"1,540",6,1.95,1.95,,,99.35,"3,162.34",583,750,887,799,365,633,719,768,486,"$401,356.00 ",,,,,,,,,,,,
14479,207,,,,,,739.13,"23,526.57",131,254,306,15,60,0,16,0,253,"$309,699.00 ",,,,,,,,,,,,
14508,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14571,"1,061",12,5.66,5.66,,,144.2,"4,590.01",323,368,810,358,136,361,160,223,464,"$366,202.00 ",,,,,,,,,,,,
Oswego County,"122,663",284,1.16,1.16,,8,62.15,426.64,66184,51510,45143,43472,23385,45651,32338,32161,18055,"($659,242,449.00)",,,438,,,1990.205,,,78,438,1990.205,78
13028,"1,445",2,0.69,0.69,,,105.88,"3,370.24",215,38,232,445,236,884,983,739,414,"$306,555.00 ",,,,,,,,,,,,
13036,"8,777",32,1.82,1.82,,,17.43,554.86,2608,2140,2827,4928,3274,6100,1891,1569,1207,"$369,753.00 ",,,,,,,,,,,,
13042,"2,775",6,1.08,1.08,,,55.14,"1,754.95",364,344,703,224,204,1112,1561,2052,658,"$381,016.00 ",,,,,,,,,,,,
13044,"2,230",4,0.9,0.9,,,68.61,"2,183.86",879,500,294,830,359,1752,1774,1176,415,"$401,057.00 ",,,,,,,,,,,,
13069,"24,728",48,0.97,0.97,,,6.19,196.94,12138,9634,8670,9761,4756,8972,7465,4044,2531,"$308,497.00 ",,,,,,,,,,,,
13074,"4,187",4,0.48,0.48,,,36.54,"1,163.12",1751,1621,2168,2005,1200,1350,1288,1530,629,"$355,518.00 ",,,,,,,,,,,,
13076,"2,363",4,0.85,0.85,,,64.75,"2,060.94",226,573,1278,647,1037,2141,1256,613,321,"$407,670.00 ",,,,,,,,,,,,
13083,"1,893",2,0.53,0.53,,,80.82,"2,572.64",1023,544,457,172,317,579,560,968,427,"$339,407.00 ",,,,,,,,,,,,
13103,320,,,,,,478.13,"15,218.75",22,0,67,84,33,180,87,125,0,"($666,531,833.00)",,,,,,,,,,,,
13114,"6,818",6,0.44,0.44,,,22.44,714.29,3939,1413,1983,3292,882,2478,1882,1964,1104,"$372,397.00 ",,,,,,,,,,,,
13115,175,2,5.71,5.71,,,874.29,"27,828.57",44,11,77,117,10,6,0,99,1,"$286,548.00 ",,,,,,,,,,,,
13121,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13126,"36,250",96,1.32,1.32,,8,210.29,"1,443.67",31463,24922,15815,9954,3504,6205,3902,7864,4738,"$337,541.00 ",,,438,,,1990.205,,,78,438,1990.205,78
13131,"3,761",8,1.06,1.06,,,40.68,"1,294.87",947,693,1189,935,964,1852,1903,944,594,"$367,076.00 ",,,,,,,,,,,,
13132,"3,575",8,1.12,1.12,,,42.8,"1,362.24",1238,1725,1785,2517,1517,2366,533,335,113,"$413,153.00 ",,,,,,,,,,,,
13135,"6,533",22,1.68,1.68,,,23.42,745.45,2561,2083,2934,4074,2319,4169,760,734,887,"$365,880.00 ",,,,,,,,,,,,
13142,"5,972",28,2.34,2.34,,,25.62,815.47,4095,2432,1113,985,669,1391,2079,2613,1184,"$325,210.00 ",,,,,,,,,,,,
13144,"2,046",,,,,,74.78,"2,380.25",284,507,688,358,198,341,374,759,632,"$311,026.00 ",,,,,,,,,,,,
13145,"1,781",8,2.25,2.25,,,85.91,"2,734.42",880,652,466,434,67,660,583,822,405,"$317,600.00 ",,,,,,,,,,,,
13167,"3,168",2,0.32,0.32,,,48.3,"1,537.25",403,594,1144,524,1351,2156,2075,811,529,"$365,928.00 ",,,,,,,,,,,,
13302,"1,678",2,0.6,0.6,,,91.18,"2,902.26",383,518,787,542,65,446,495,767,525,"$313,842.00 ",,,,,,,,,,,,
13437,409,,,,,,374.08,"11,907.09",62,109,39,128,65,136,174,287,246,"$306,644.00 ",,,,,,,,,,,,
13493,"1,779",2,0.56,0.56,,,86,"2,737.49",659,457,427,516,358,375,713,1346,495,"$337,066.00 ",,,,,,,,,,,,
Otsego County,"59,537",208,1.75,1.75,1,16,177.74,"1,018.73",41936,28366,26088,23574,11918,21036,8620,9606,9862,"($1,990,244,893.00)",556,,,5646.675,,,53,,,556,5646.675,53
12064,370,2,2.7,2.7,,,413.51,"13,162.16",169,17,156,112,95,176,127,210,226,"$347,675.00 ",,,,,,,,,,,,
12116,"1,883",2,0.53,0.53,,,81.25,"2,586.30",653,366,1276,1624,578,711,195,199,174,"$333,007.00 ",,,,,,,,,,,,
12155,"1,808",2,0.55,0.55,,,84.62,"2,693.58",740,422,768,1245,699,1175,536,446,532,"$339,350.00 ",,,,,,,,,,,,
12197,"2,147",8,1.86,1.86,,,71.26,"2,268.28",547,413,323,806,670,2214,542,507,795,"$325,592.00 ",,,,,,,,,,,,
13315,"1,444",2,0.69,0.69,,,105.96,"3,372.58",514,618,521,1129,471,560,360,310,230,"$400,415.00 ",,,,,,,,,,,,
13320,"2,125",8,1.88,1.88,,2,"3,557.65","22,998.59",941,546,704,1433,845,842,359,373,626,"$352,769.00 ",,,,,,,,,,,,
13326,"5,523",44,3.98,3.98,,4,"1,915.99","10,981.71",5338,4618,2175,1633,433,1149,651,564,850,"$404,913.00 ",,,,,,,,,,,,
13333,36,,,,,,"4,250.00","135,277.78",11,0,0,127,0,0,0,5,6,"$356,305.00 ",,,,,,,,,,,,
13335,"1,488",4,1.34,1.34,,,102.82,"3,272.85",2020,495,417,287,213,721,373,419,297,"$377,186.00 ",,,,,,,,,,,,
13337,708,6,4.24,4.24,,,216.1,"6,878.53",345,714,372,168,44,76,20,0,17,"$362,351.00 ",,,,,,,,,,,,
13342,271,,,,,,564.58,"17,970.48",69,166,93,138,53,52,20,62,43,"$462,453.00 ",,,,,,,,,,,,
13348,"1,351",10,3.7,3.7,,,113.25,"3,604.74",496,475,1021,968,220,467,219,190,250,"$349,602.00 ",,,,,,,,,,,,
13415,78,,,,,,"1,961.54","62,435.90",70,18,10,16,32,13,21,0,14,"$367,084.00 ",,,,,,,,,,,,
13439,"3,656",8,1.09,1.09,,,41.85,"1,332.06",2303,857,1027,1457,1052,1954,825,914,588,"$317,375.00 ",,,,,,,,,,,,
13450,59,4,33.9,33.9,,,"2,593.22","82,542.37",36,0,206,51,36,45,12,7,0,"$314,368.00 ",,,,,,,,,,,,
13468,419,2,2.39,2.39,,,365.16,"11,622.91",113,74,124,315,76,215,74,90,108,"$341,454.00 ",,,,,,,,,,,,
13488,154,2,6.49,6.49,,,993.51,"31,623.38",24,0,50,94,79,34,29,26,28,"$426,116.00 ",,,,,,,,,,,,
13747,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13776,524,,,,,,291.98,"9,293.89",185,72,66,190,160,314,74,137,104,"$339,576.00 ",,,,,,,,,,,,
13796,"1,519",2,0.66,0.66,,,100.72,"3,206.06",355,307,752,1174,483,934,243,122,220,"$380,630.00 ",,,,,,,,,,,,
13807,"1,185",6,2.53,2.53,,,129.11,"4,109.70",576,542,687,492,304,500,70,396,205,"$364,121.00 ",,,,,,,,,,,,
13808,"1,464",4,1.37,1.37,,,104.51,"3,326.50",790,366,386,659,691,757,285,161,230,"$346,197.00 ",,,,,,,,,,,,
13810,"1,060",4,1.89,1.89,,,144.34,"4,594.34",394,210,463,1132,260,529,83,132,140,"$280,951.00 ",,,,,,,,,,,,
13820,"21,960",66,1.5,1.5,1,10,348.54,"2,402.05",22514,13617,9219,4201,2638,4036,2167,2825,2449,"$300,292.00 ",556,,,5646.675,,,53,,,556,5646.675,53
13825,"3,349",16,2.39,2.39,,,45.69,"1,454.17",990,1908,2818,2025,656,1258,702,683,367,"$361,220.00 ",,,,,,,,,,,,
13834,238,2,4.2,4.2,,,642.86,"20,462.18",52,12,42,149,9,0,0,0,166,"($1,333,186,998.00)",,,,,,,,,,,,
13849,"4,111",4,0.49,0.49,,,37.22,"1,184.63",1654,1297,1646,1413,1105,2198,513,729,1042,"$294,711.00 ",,,,,,,,,,,,
13859,279,,,,,,548.39,"17,455.20",0,139,398,87,0,31,81,27,20,"$398,242.00 ",,,,,,,,,,,,
13861,328,4,6.1,6.1,,,466.46,"14,847.56",37,97,368,449,16,75,39,72,135,"($666,301,850.00)",,,,,,,,,,,,
Putnam County,"99,859",700,3.5,3.5,1,4,92.62,567.03,28944,30835,31516,29326,14245,38496,34123,49712,75561,"$5,402,763.00 ",,382,,,7959.64,,,101,,382,7959.64,101
10509,"19,897",112,2.81,2.81,,2,464.84,"2,845.81",6338,6272,8069,6589,2511,7511,6838,9989,14497,"$653,883.00 ",,382,,,7959.64,,,101,,382,7959.64,101
10512,"24,608",148,3.01,3.01,1,,121.63,"1,025.68",6010,8537,7337,5821,2279,9560,7251,13412,19477,"$635,824.00 ",,,,,,,,,,,,
10516,"5,521",100,9.06,9.06,,,27.71,882.09,2249,1415,1186,1106,1178,1447,1075,1625,5500,"$605,933.00 ",,,,,,,,,,,,
10524,"4,303",98,11.39,11.39,,2,910.06,"7,165.47",1172,1246,1506,1354,388,1388,978,1383,4005,"$813,353.00 ",,,,,,,,,,,,
10537,"1,661",6,1.81,1.81,,,92.11,"2,931.97",432,574,118,730,228,627,709,1162,1505,"$571,305.00 ",,,,,,,,,,,,
10541,"26,743",142,2.65,2.65,,,5.72,182.1,8134,9075,9215,8304,4746,12447,10998,13271,17954,"$748,287.00 ",,,,,,,,,,,,
10579,"9,141",48,2.63,2.63,,,16.74,532.76,2061,1645,2233,3104,1647,2905,4491,4475,7414,"$751,985.00 ",,,,,,,,,,,,
12563,"7,985",46,2.88,2.88,,,19.16,609.89,2548,2071,1852,2318,1268,2611,1783,4395,5209,"$622,193.00 ",,,,,,,,,,,,
Queens County,"2,340,041","6,586",1.41,1.41,32,171,5.09,27.61,238586,379621,486229,630442,246827,1239703,745513,1182163,2105059,"($27,973,115,150.00)",857,840,,20811.615,57865.693,,140,211,,1697,78677.308,351
11002,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11004,"15,151",46,1.52,1.52,,,10.1,321.43,2026,4096,4919,6054,2884,6502,3052,4000,13167,"$592,140.00 ",,,,,,,,,,,,
11005,"1,762",6,1.7,1.7,,,86.83,"2,763.90",112,434,142,345,130,349,173,287,354,"$431,898.00 ",,,,,,,,,,,,
11101,"28,852",724,12.55,12.55,,44,321.99,"2,008.28",2392,3622,7158,11147,5791,21036,12533,12682,10148,"$339,202.00 ",,379,,,38866.995,,,93,,379,38866.995,93
11102,"33,727",52,0.77,0.77,,3,275.45,"1,718.00",4208,5109,7568,8262,5547,25710,22679,26844,17790,"$364,114.00 ",1,,,7.131,,,1,,,1,7.131,1
11103,"38,036",38,0.5,0.5,,,4.02,128.04,3059,5451,7333,12053,7431,30982,30011,33050,21179,"$408,921.00 ",,,,,,,,,,,,
11104,"25,725",34,0.66,0.66,,,5.95,189.31,2513,2660,4086,8470,5699,21380,20461,20108,14957,"$396,548.00 ",,,,,,,,,,,,
11105,"37,288",238,3.19,3.19,,4,204.44,"1,403.48",4779,6358,7787,11072,4261,23195,22400,32284,24683,"$424,820.00 ",,,,,,,,,,,,
11106,"40,111",66,0.82,0.82,,8,230.26,"1,406.75",4148,4899,7246,12729,7237,31867,24103,25645,18724,"$369,346.00 ",,,,,,,,,,,,
11109,"5,298",28,2.64,2.64,,4,"2,121.56","11,829.37",124,648,959,4797,2038,6086,2689,1333,1362,"$913,691.00 ",,,,,,,,,,,,
11351,0,,,,,,,,0,0,0,0,0,0,0,0,0,"($4,666,666,662.00)",,,,,,,,,,,,
11352,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11354,"57,566",150,1.3,1.3,3,5,204.15,"1,112.62",8268,15461,14110,15225,4948,25218,15537,24039,54458,"$323,136.00 ",,,,,,,,,,,,
11355,"82,890",102,0.62,0.62,,5,111.42,680.73,8935,21851,17830,21294,5193,36140,22332,36385,82245,"$286,247.00 ",,281,,,16808.874,,,73,,281,16808.874,73
11356,"24,069",68,1.41,1.41,,8,155.01,"1,232.21",4614,4907,6339,7828,2140,12706,4509,6689,23065,"$412,574.00 ",,,,,,,,,,,,
11357,"41,393",148,1.79,1.79,,,3.7,117.65,6433,10883,11678,16328,4606,19127,7512,10956,32965,"$526,161.00 ",,,,,,,,,,,,
11358,"36,959",124,1.68,1.68,,,4.14,131.77,5022,9342,11346,11960,3527,20773,9708,14355,35256,"$466,365.00 ",,,,,,,,,,,,
11359,0,2,,,,,,,0,0,0,0,0,0,0,0,0,"($4,666,666,662.00)",,,,,,,,,,,,
11360,"19,501",78,2,2,,,7.85,249.73,1472,4364,5482,7730,1545,10910,4714,5911,18022,"$559,380.00 ",,,,,,,,,,,,
11361,"29,072",98,1.69,1.69,,2,10.9,288.73,4046,6718,7260,12052,4098,17413,8489,12801,24974,"$541,014.00 ",,,,,,,,,,,,
11362,"18,443",140,3.8,3.8,,,8.3,264.06,2969,5152,4473,6815,2186,9157,5063,5095,16287,"$584,420.00 ",163,,,2587.145,,,26,,,163,2587.145,26
11363,"7,423",76,5.12,5.12,,,20.61,656.07,788,2259,2078,2991,810,4159,2078,3243,5872,"$644,396.00 ",,,,,,,,,,,,
11364,"35,885",168,2.34,2.34,1,,325.76,"1,777.62",4417,6322,9499,13476,3313,16554,9564,11104,36381,"$505,257.00 ",,,,,,,,,,,,
11365,"45,565",154,1.69,1.69,,,3.36,106.88,4218,9525,11108,11445,3219,18695,8304,15665,44608,"$413,583.00 ",,,,,,,,,,,,
11366,"14,308",70,2.45,2.45,,,10.69,340.37,1345,3067,3911,3618,1887,4638,3119,4785,14516,"$513,839.00 ",,,,,,,,,,,,
11367,"43,496",98,1.13,1.13,,6,213.58,"1,332.15",5889,6579,10297,12499,2947,14926,11738,18801,34183,"$386,394.00 ",693,,,18217.339,,,113,,,693,18217.339,113
11368,"114,647",598,2.61,2.61,,,1.33,42.48,11036,16676,19442,35050,10456,60686,36177,50754,115907,"$322,190.00 ",,,,,,,,,,,,
11369,"37,325",98,1.31,1.31,,1,124.72,950.78,3903,6154,9037,15205,3712,18584,11626,15152,39562,"$377,258.00 ",,,,,,,,,,,,
11370,"33,789",218,3.23,3.23,,,4.53,144.13,2962,5821,5243,11870,2610,13253,11410,11126,21127,"$383,140.00 ",,,,,,,,,,,,
11371,0,,,,,11,,,0,0,0,0,0,0,0,0,0,"($4,666,666,662.00)",,,,,,,,,,,,
11372,"64,298",62,0.48,0.48,1,6,143.64,877.57,5594,9926,10649,15792,11458,37048,40446,48029,44077,"$348,475.00 ",,,,,,,,,,,,
11373,"96,353",626,3.25,3.25,13,1,123.51,670.47,6871,12167,14938,20777,9726,55235,51839,78012,72936,"$329,621.00 ",,,,,,,,,,,,
11374,"43,540",108,1.24,1.24,,2,50.21,451.4,3880,6359,8555,10009,6057,20916,18647,30178,37890,"$376,890.00 ",,,,,,,,,,,,
11375,"72,937",294,2.02,2.02,,15,126.63,773.63,6704,9592,10621,18032,8126,33961,34492,54615,59529,"$510,438.00 ",,,,,,,,,,,,
11377,"89,688",398,2.22,2.22,,6,84.99,583.5,5871,15891,16904,25334,17746,55557,60100,60753,48465,"$355,570.00 ",,,,,,,,,,,,
11378,"35,844",82,1.14,1.14,,3,259.18,"1,616.53",4527,6067,8093,11347,3962,17726,8503,18973,28712,"$418,759.00 ",,,,,,,,,,,,
11379,"37,524",102,1.36,1.36,,,4.08,129.78,3850,6129,10489,10961,2454,25405,9465,19859,26933,"$498,707.00 ",,,,,,,,,,,,
11385,"106,598",102,0.48,0.48,10,2,96.8,562,6914,9506,23120,17263,5511,110828,24113,71261,56342,"$386,764.00 ",,,,,,,,,,,,
11411,"19,990",24,0.6,0.6,,,7.65,243.62,1733,3380,5227,4535,3023,11093,4264,7491,23314,"$578,367.00 ",,,,,,,,,,,,
11412,"38,833",26,0.33,0.33,,,3.94,125.41,2461,4018,8156,11098,3627,18625,7399,15221,52304,"$502,229.00 ",,,,,,,,,,,,
11413,"42,895",54,0.63,0.63,,,3.57,113.53,2482,6492,6882,11389,4181,24081,7473,16706,52928,"$559,499.00 ",,,,,,,,,,,,
11414,"29,203",70,1.2,1.2,,,5.24,166.76,6535,6803,6692,7213,3509,13800,7845,10811,24891,"$477,718.00 ",,,,,,,,,,,,
11415,"19,900",38,0.95,0.95,,8,466.83,"2,911.71",2267,2389,3838,5990,2425,8245,9419,15860,16001,"$437,839.00 ",,,,,,,,,,,,
11416,"27,567",16,0.29,0.29,,,5.55,176.66,3213,2668,3622,4352,1794,10852,5799,14415,28671,"$403,160.00 ",,,,,,,,,,,,
11417,"32,425",36,0.56,0.56,,2,15.67,376.93,3588,4808,6461,8469,2859,13253,7441,16481,32302,"$443,821.00 ",,,,,,,,,,,,
11418,"39,267",64,0.81,0.81,,2,95.4,759.01,4659,6707,7041,9189,2797,15720,8643,19828,41380,"$430,589.00 ",,,,,,,,,,,,
11419,"52,392",36,0.34,0.34,,,2.92,92.95,3277,7308,10092,10957,5121,27446,10214,26186,59850,"$406,927.00 ",,,,,,,,,,,,
11420,"49,396",40,0.4,0.4,,,3.1,98.59,4350,7283,12197,12227,4311,23092,10481,22050,58704,"$427,170.00 ",,,,,,,,,,,,
11421,"43,567",40,0.46,0.46,,,3.51,111.78,2783,4342,5484,8616,4023,25662,9679,23917,49053,"$429,675.00 ",,,,,,,,,,,,
11422,"33,479",10,0.15,0.15,,,4.57,145.46,2714,6149,7974,12222,2627,16350,7620,14512,41834,"$593,518.00 ",,,,,,,,,,,,
11423,"32,407",60,0.93,0.93,,,4.72,150.28,3146,4300,7708,10289,3931,14785,6501,13814,38261,"$435,456.00 ",,,,,,,,,,,,
11424,0,,,,,,,,0,0,0,0,0,0,0,0,0,"($4,666,666,662.00)",,,,,,,,,,,,
11426,"21,166",102,2.41,2.41,,,7.23,230.09,3720,5207,7842,7058,2134,8514,4504,6816,18005,"$554,793.00 ",,,,,,,,,,,,
11427,"23,809",44,0.92,0.92,,,6.43,204.54,2066,3641,7535,8718,2849,12068,5059,9831,24735,"$484,521.00 ",,,,,,,,,,,,
11428,"19,859",32,0.81,0.81,,,7.7,245.23,2297,3496,5851,7578,2850,10935,4681,7218,22768,"$488,448.00 ",,,,,,,,,,,,
11429,"27,667",28,0.51,0.51,,,5.53,176.02,1977,2527,4785,8245,2584,16615,6017,12047,32112,"$512,348.00 ",,,,,,,,,,,,
11430,183,,,,4,15,"53,398.91","323,114.75",52,0,0,59,58,63,19,0,155,"($4,666,666,662.00)",,,,,,,,,,,,
11431,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11432,"65,098",110,0.84,0.84,,2,4.87,128.94,8441,8925,12934,11874,4541,23467,11594,32881,70439,"$356,094.00 ",,,,,,,,,,,,
11433,"36,019",18,0.25,0.25,,3,257.92,"1,608.68",1860,4305,6435,6829,2027,13558,6519,14230,34912,"$309,958.00 ",,,,,,,,,,,,
11434,"66,725",52,0.39,0.39,,,2.29,72.99,5943,9016,12770,15893,6359,28705,12397,24943,72933,"$408,059.00 ",,,,,,,,,,,,
11435,"59,214",52,0.44,0.44,,3,27.49,315.13,4160,6880,11047,11255,4198,28980,10892,30653,71181,"$381,469.00 ",,180,,,2189.824,,,45,,180,2189.824,45
11436,"20,905",16,0.38,0.38,,,7.32,232.96,1796,3442,4148,3705,1490,8894,3831,8758,21354,"$443,504.00 ",,,,,,,,,,,,
11451,0,,,,,,,,0,0,0,0,0,0,0,0,0,"($4,666,666,662.00)",,,,,,,,,,,,
11691,"65,356",52,0.4,0.4,,,2.34,74.51,10452,13546,12454,12656,4726,18720,7440,16726,60313,"$282,088.00 ",,,,,,,,,,,,
11692,"20,242",44,1.09,1.09,,,7.56,240.59,1957,2001,3240,2423,1031,5756,3229,4738,21174,"$290,620.00 ",,,,,,,,,,,,
11693,"12,709",18,0.71,0.71,,,12.04,383.19,1459,1408,1697,2772,1332,3745,2402,3675,14244,"$366,688.00 ",,,,,,,,,,,,
11694,"21,003",94,2.24,2.24,,,7.28,231.87,4647,3805,3674,4146,2826,8688,5687,6221,20842,"$531,434.00 ",,,,,,,,,,,,
11697,"3,702",12,1.62,1.62,,,41.33,"1,315.51",662,780,743,855,339,1269,878,1360,3723,"$637,572.00 ",,,,,,,,,,,,
Rensselaer County,"160,440",828,2.58,2.58,2,53,68.6,387.54,67770,74523,93263,94154,43361,70325,36516,32218,20772,"$13,084,924.00 ",1528,,1030,50728.722,,8637.303,185,,135,2558,59366.025,320
12018,"7,215",56,3.88,3.88,,2,21.21,674.98,2565,1665,2571,3962,3264,7066,3172,2403,745,"$566,919.00 ",,,,,,,,,,,,
12022,785,2,1.27,1.27,,,194.9,"6,203.82",437,128,175,213,118,325,321,577,403,"$398,545.00 ",,,,,,,,,,,,
12028,945,4,2.12,2.12,,,161.9,"5,153.44",258,225,623,249,235,665,246,704,462,"$507,959.00 ",,,,,,,,,,,,
12033,"7,919",44,2.78,2.78,,,19.32,614.98,2803,2978,3674,5618,3255,4532,1154,808,571,"$511,533.00 ",,,,,,,,,,,,
12040,161,,,,,,950.31,"30,248.45",152,31,85,0,0,68,24,100,13,"$368,890.00 ",,,,,,,,,,,,
12052,"1,713",2,0.58,0.58,,,89.32,"2,842.97",223,164,437,827,457,1015,943,882,368,"$459,139.00 ",,,,,,,,,,,,
12061,"9,106",86,4.72,4.72,,,16.8,534.81,5412,6179,6225,7523,2963,3324,1865,1032,481,"$588,383.00 ",,,,,,,,,,,,
12062,"1,700",8,2.35,2.35,,,90,"2,864.71",333,518,556,483,659,1154,801,882,292,"$463,819.00 ",,,,,,,,,,,,
